ID_Poste,IdOwner,Titre,Description,DatePoste,Montant,Secteur,Status,Image,EtapeDev,NumLikes
771,IDO8,Technologie de surveillance de la qualite de l air pour les villes intelligentes,Notre startup propose une technologie de surveillance de la qualite de l air basee sur des capteurs IoT pour aider les villes e surveiller et e gerer la pollution atmospherique ameliorant ainsi la sante et le bien-etre des habitants ,2021-09-28T01:56:58,100000,Sante,0,CpeEZneBORQdqCkhTQAhoWkhuFxKEq,Concept,59
441,IDO8,Plateforme de sante mentale en ligne pour le bien-etre emotionnel,Rejoignez notre plateforme de sante mentale en ligne qui offre un soutien et des ressources pour ameliorer le bien-etre emotionnel et la sante mentale ,2020-08-29T05:40:05,900000,Sante,0,dzHTDnkhZtIodKHDXgmHNlvnIZDEID,Concept,11
44,IDO9,Technologie blockchain pour la finance decentralisee,Notre startup utilise la technologie blockchain pour creer des solutions de finance decentralisee offrant ainsi plus d inclusion et de transparence financiere ,2020-09-12T17:23:31,300000,Finance,0,QrwKIYsgKydvqlXSKQCMGfArIELWwW,Concept,46
797,IDO9,Technologie de purification de l air pour des environnements interieurs sains,Notre startup propose une technologie de purification de l air avancee pour creer des environnements interieurs sains et sers reduisant ainsi les risques pour la sante associes e la pollution de l air interieur ,2023-03-27T19:15:24,500000,Sante,0,DSRqQdUJRysvbbyJDnuwCSzNfqpPvi,Developpement,55
599,IDO9,Technologie de bioimpression 3D pour la medecine regenerative,Notre startup utilise la bioimpression 3D pour creer des tissus et des organes humains sur mesure ouvrant de nouvelles possibilites dans le domaine de la medecine regenerative et de la transplantation d organes ,2022-11-11T09:56:45,800000,Sante,0,VCOkwFMmLPtlNzECTqlqwbqOhdlVXB,Concept,79
871,IDO10,Plateforme de covoiturage electrique pour des deplacements urbains ecologiques,Rejoignez notre plateforme de covoiturage electrique qui encourage les deplacements urbains ecologiques en facilitant le partage de trajets en voiture electrique entre les utilisateurs ,2023-05-10T11:23:07,500000,Sante,0,NgThdhwqcXpVzvkGEGASIxRYdFWdHP,Test,27
256,IDO12,Plateforme de partage de competences pour l economie du partage,Rejoignez notre plateforme de partage de competences qui connecte les personnes ayant des competences specifiques avec celles qui cherchent e apprendre favorisant ainsi l echange de connaissances et de competences ,2022-05-07T23:04:40,900000,Biotechnologie,0,LjpoRguRQRETprkizasGLzgCXUmino,Production,73
590,IDO13,Plateforme de crowdfunding pour les projets artistiques et culturels,Rejoignez notre plateforme de crowdfunding dediee e soutenir les projets artistiques et culturels permettant aux artistes et aux createurs de concretiser leurs idees creatives ,2020-09-10T08:46:29,800000,Biotechnologie,0,GskOaJQAxmODdPkDHiCsdEezZTnNYH,Concept,84
583,IDO14,Plateforme de commerce electronique equitable pour les artisans locaux,Rejoignez notre plateforme de commerce electronique dediee e la promotion des produits artisanaux locaux assurant des conditions equitables pour les artisans et une consommation responsable pour les consommateurs ,2022-09-21T15:56:44,300000,Finance,0,ObTnaQgNHKqINSdPKXXodCwIJCYsvN,Production,13
890,IDO15,Technologie blockchain pour la finance decentralisee,Notre startup utilise la technologie blockchain pour creer des solutions de finance decentralisee offrant ainsi plus d inclusion et de transparence financiere  ,2023-07-14T23:30:21,700000,Finance ,0,sgPfIynkiEPhGCYjVNdTJNzhQmtUCR,Production,13
104,IDO15,Plateforme de partage de repas pour lutter contre le gaspillage alimentaire,Rejoignez notre plateforme de partage de repas qui permet aux restaurants supermarches et particuliers de partager les excedents alimentaires avec ceux qui en ont besoin reduisant ainsi le gaspillage alimentaire et l insecurite alimentaire ,2022-08-13T06:04:03,200000,Technologie,0,HeRDOLyMjUhRTBfyspGQcKbRyRxqlK,Production,60
911,IDO15,Plateforme de pret entre pairs pour le financement de projets durables,Rejoignez notre plateforme de pret entre pairs qui connecte les emprunteurs cherchant e financer des projets durables avec des preteurs interesses par l investissement dans des initiatives e impact positif ,2023-11-07T19:38:08,500000,Immobilier,0,aNAWDPhsnCTXWZUCdTRvgBuFWtgECe,Developpement,28
504,IDO16,Developpement de la prochaine generation de batteries ecologiques,Rejoignez-nous dans notre mission pour revolutionner l industrie des batteries avec des solutions ecologiques et durables ,2020-07-03T12:09:41,400000,energie ,0,zWBxzMtJGtbcoOfgWuUWfYaBhgHaLC,Concept,77
798,IDO16,Innovation dans le domaine de la sante numerique,Notre startup developpe des solutions de sante numerique innovantes pour ameliorer l acces aux soins de sante et optimiser la gestion des donnees medicales ,2020-10-28T12:18:46,600000,Industrie,0,LcsUDwHtxpLYzCJaQlDTpDlrKdYRLq,Production,87
450,IDO16,Developpement de la prochaine generation de batteries ecologiques,Rejoignez-nous dans notre mission pour revolutionner l industrie des batteries avec des solutions ecologiques et durables ,2022-03-24T18:33:06,700000,Biotechnologie,0,aOmrlghzclUHJCxFHBvvVzGtWNsdki,Developpement,22
987,IDO17,Innovation dans les materiaux de construction ecologiques et recyclables,Nous developpons des materiaux de construction ecologiques et recyclables qui reduisent l empreinte carbone des projets de construction et contribuent e la durabilite du secteur de la construction ,2022-07-29T18:36:17,400000,Biotechnologie,0,trBKiUiGdDleWaPzPQPttXWtDDoiNf,Production,99
198,IDO17,Technologie de traitement des dechets plastiques pour une economie circulaire,Nous utilisons une technologie de pointe pour convertir les dechets plastiques en matieres premieres reutilisables contribuant ainsi e reduire la pollution plastique et e promouvoir une economie circulaire ,2020-07-20T06:36:19,400000,Sante,0,cQyhZjNiaRIfUBjILxEPpMjHOzxjYW,Developpement,57
949,IDO17,Reinvention de l education avec des technologies d apprentissage immersif,Nous reinventons l education en utilisant des technologies d apprentissage immersif telles que la realite virtuelle et augmentee pour offrir des experiences d apprentissage plus engageantes et efficaces ,2022-07-26T05:06:26,100000,Technologie,0,ojOdStNuKBCRNLfMWJVEQNtWeNUqyF,Test,59
532,IDO18,Innovation dans les materiaux de construction ecologiques et recyclables,Nous developpons des materiaux de construction ecologiques et recyclables qui reduisent l empreinte carbone des projets de construction et contribuent e la durabilite du secteur de la construction ,2022-07-08T23:26:33,400000,Finance,0,SgirawzbsBbBNRTjuPXIqNUWuPCNzV,Concept,78
679,IDO19,Technologie de realite augmentee pour l apprentissage interactif,Notre startup utilise la realite augmentee pour creer des experiences d apprentissage interactives et immersives offrant aux utilisateurs une nouvelle faeon d explorer le monde et d acquerir des connaissances ,2021-06-26T19:57:33,900000,Technologie,0,pdFFnJUtcoySjSAtNDoytGjIeInnCP,Concept,44
351,IDO20,Innovation dans les materiaux d emballage biodegradables,Nous developpons des materiaux d emballage biodegradables innovants pour reduire les dechets plastiques et promouvoir une consommation responsable et respectueuse de l environnement ,2020-09-02T06:52:06,200000,Immobilier,0,DTnkSdpZbQAmqHtIsMoECaXFPWJZwP,Test,34
516,IDO21,Technologie de reconnaissance faciale pour la securite et la confidentialite,Nous developpons une technologie de reconnaissance faciale avancee qui garantit e la fois la securite et la protection de la vie privee des utilisateurs ,2023-01-12T01:58:23,100000,Immobilier,0,HMmsWSbBEGgjcBFggVdndpBHDYNZXB,Concept,45
624,IDO22,Reinvention de l education avec des technologies d apprentissage immersif,Nous reinventons l education en utilisant des technologies d apprentissage immersif telles que la realite virtuelle et augmentee pour offrir des experiences d apprentissage plus engageantes et efficaces ,2022-01-22T04:07:23,600000,Immobilier,0,TVmxpsyqADMmsuhynFsRDdqUQExLKp,Concept,55
392,IDO22,Plateforme d analyse de donnees pour l optimisation des processus industriels,Rejoignez notre plateforme d analyse de donnees qui utilise l apprentissage automatique pour optimiser les processus industriels ameliorant ainsi l efficacite operationnelle et reduisant les coets de production ,2022-04-21T00:14:42,700000,Industrie,0,LOBfMJyFeVsImlavwJIFWOfiuYscTM,Test,49
709,IDO23,Plateforme de sante mentale en ligne pour le bien-etre emotionnel,Rejoignez notre plateforme de sante mentale en ligne qui offre un soutien et des ressources pour ameliorer le bien-etre emotionnel et la sante mentale ,2022-12-14T10:30:03,100000,Sante,0,IrdRyrspcOkrdDbDfNoQiHtYHENOYx,Production,51
83,IDO1,Plateforme d analyse de donnees pour l optimisation des processus industriels,Rejoignez notre plateforme d analyse de donnees qui utilise l apprentissage automatique pour optimiser les processus industriels ameliorant ainsi l efficacite operationnelle et reduisant les coets de production ,2022-06-21T05:11:50,200000,Industrie,0,RizpbNRVkdFUjkmluonDuoMAVQGkcj,Test,16
43,IDO1,Technologie de detection des fuites d eau pour une gestion efficiente des ressources,Nous utilisons des technologies avancees de detection des fuites d eau pour prevenir les pertes et promouvoir une gestion plus efficiente des ressources hydriques ,2021-01-30T09:34:36,200000,Technologie,0,ZxnPbuTUytnCuvDorzlIlLeFPmvqhj,Developpement,10
974,IDO5,Plateforme de financement participatif pour les initiatives sociales et solidaires,Rejoignez notre plateforme de financement participatif dediee e soutenir les initiatives sociales et solidaires telles que les projets communautaires les programmes educatifs et les actions humanitaires permettant e chacun de contribuer e des causes qui lui tiennent e ceur ,2021-10-29T19:04:22,600000,Finance,0,MxLarKAwDnxtnPPXfhnWHZbKAmKPXD,Developpement,66
559,IDO6,Innovation dans les energies marines renouvelables,Nous developpons des technologies innovantes pour exploiter l energie des oceans y compris les marees et les vagues afin de fournir une source d energie propre et durable ,2023-05-10T03:31:07,200000,energie ,0,gFRHDPiDSOuwOjGrPvlBZGyMcGBIdL,Developpement,3
246,IDO25,Innovation dans les drones agricoles pour l agriculture de precision,Nous developpons des drones agricoles equipes de capteurs avances et d intelligence artificielle pour permettre une agriculture de precision et durable ,2021-03-28T16:15:04,400000,Immobilier,0,GYLlRGqbmPyeuLuvQtcsVTKTNltAOA,Production,83
530,IDO19,Plateforme de location de vetements pour une mode durable,Rejoignez notre plateforme de location de vetements qui permet aux consommateurs de louer des vetements e la mode plutet que de les acheter contribuant ainsi e reduire l empreinte environnementale de l industrie de la mode ,2020-12-03T11:50:40,800000,Immobilier,0,APngJvBEMnSasTkgbRqjiRSvLIlyMo,Test,21
604,IDO10,Technologie de surveillance de la qualite de l air pour les villes intelligentes,Notre startup propose une technologie de surveillance de la qualite de l air basee sur des capteurs IoT pour aider les villes e surveiller et e gerer la pollution atmospherique ameliorant ainsi la sante et le bien-etre des habitants ,2023-07-14T14:06:49,400000, Technologie,0,mmiyDlXnjfEJeCMuXyNlxWUrkeMGQq,Developpement,56
742,IDO26,Innovation dans les technologies de desalinisation pour l acces e l eau potable,Nous developpons des technologies de desalinisation innovantes pour fournir un acces e l eau potable dans les regions oe l eau douce est rare contribuant ainsi e resoudre les problemes de penurie d eau ,2022-10-09T06:29:34,600000,Sante,0,wadWLTSbKKavWXNenhaGxORXgIQbja,Production,77
313,IDO24,Technologie de reconnaissance faciale pour la securite et la confidentialite,Nous developpons une technologie de reconnaissance faciale avancee qui garantit e la fois la securite et la protection de la vie privee des utilisateurs ,2022-09-27T22:01:04,100000,Technologie,0,BpwdxShxMvjdzjuApdVQtGoPlCLSNI,Test,6
132,IDO1,Plateforme de sante mentale en ligne pour le bien-etre emotionnel,Rejoignez notre plateforme de sante mentale en ligne qui offre un soutien et des ressources pour ameliorer le bien-etre emotionnel et la sante mentale ,2022-09-11T02:12:53,400000,Technologie,0,dhvxezgfSMoHRbECeMlGntLvBsbByn,Developpement,4
30,IDO24,Plateforme de formation en ligne pour le developpement des competences numeriques,Rejoignez notre plateforme de formation en ligne qui offre des cours et des ressources pour aider les individus e developper leurs competences numeriques et e s adapter e l economie numerique en evolution ,2022-05-13T18:06:36,200000,Sante,0,PWCZIvTMEtjjNkbnlCOxlOtFJvJvQd,Test,76
929,IDO7,Plateforme d investissement participatif dans les projets d energies renouvelables,Rejoignez notre plateforme d investissement participatif dediee au financement de projets d energies renouvelables tels que les parcs solaires et eoliens permettant aux investisseurs de soutenir la transition vers une energie propre ,2020-03-15T19:22:26,600000,energie,0,patMjfqVsUfGdQbzPQypoukMxLEwJj,Concept,31
70,IDO12,Plateforme de crowdfunding immobilier pour l investissement participatif,Rejoignez notre plateforme de crowdfunding immobilier qui permet aux investisseurs de participer e des projets immobiliers prometteurs offrant ainsi des opportunites d investissement accessibles et transparentes ,2021-10-23T19:30:47,600000,Immobilier ,0,zVHGzOKzkXRDjJzpBjwVYCGHUJxmED,Developpement,40
92,IDO12,Innovation dans le domaine de la sante numerique,Notre startup developpe des solutions de sante numerique innovantes pour ameliorer l acces aux soins de sante et optimiser la gestion des donnees medicales ,2023-02-03T11:52:32,700000,sante,0,CJuEULBcvyBuLXcwYpvhflWZjCacjw,Test,29
761,IDO11,Plateforme d analyse de donnees pour l optimisation des processus industriels,Rejoignez notre plateforme d analyse de donnees qui utilise l apprentissage automatique pour optimiser les processus industriels ameliorant ainsi l efficacite operationnelle et reduisant les coets de production ,2021-10-05T22:01:06,500000,Industrie,0,fiXAYIeMpPjAndUlZcvcPdgbyGyqrh,Developpement,30
51,IDO11,Innovation dans les materiaux d emballage biodegradables,Nous developpons des materiaux d emballage biodegradables innovants pour reduire les dechets plastiques et promouvoir une consommation responsable et respectueuse de l environnement ,2022-05-13T20:43:50,100000,Technologie,0,UQwnIoTGeNgPusNaoqJcltzksEQADR,Developpement,65
411,IDO8,Innovation dans les technologies de captage et de stockage du carbone,Nous developpons des technologies innovantes de captage et de stockage du carbone pour lutter contre le changement climatique en reduisant les emissions de dioxyde de carbone dans l atmosphere ,2020-06-16T10:06:55,400000,Biotechnologie,0,zJlQTTSVusRwAxujzMdYIKDZhLuTkS,Test,52
52,IDO3,Plateforme de location de voitures electriques pour des deplacements urbains verts,Rejoignez notre plateforme de location de voitures electriques qui offre une alternative ecologique e la possession de vehicules prives favorisant ainsi des modes de deplacement plus durables en milieu urbain ,2023-09-05T17:07:41,600000,Technologie,0,vBXKNocATRCjaCuQUcMTdxDKtgvlpT,Test,26
741,IDO28,Technologie de reconnaissance faciale pour la securite et la confidentialite,Nous developpons une technologie de reconnaissance faciale avancee qui garantit e la fois la securite et la protection de la vie privee des utilisateurs ,2020-08-31T00:18:32,200000,Technologie,0,kKRuEUKNWZIIeqITEPVIvhtYEwNUGh,Concept,3
583,IDO28,Plateforme de crowdfunding pour les projets artistiques et culturels,Rejoignez notre plateforme de crowdfunding dediee e soutenir les projets artistiques et culturels permettant aux artistes et aux createurs de concretiser leurs idees creatives ,2021-06-08T08:02:19,300000,Technologie,0,gSJdgwHBjWeiiGUocOAACgEGSfiCur,Test,22
485,IDO1,Innovation dans les technologies de captage et de stockage du carbone ,Nous developpons des technologies innovantes de captage et de stockage du carbone pour lutter contre le changement climatique en reduisant les emissions de dioxyde de carbone dans l atmosphere ,2021-07-11T08:20:11,900000,Finance,0,RxdbNmiNcYMxKnosfxrapXGTmOskks,Concept,23
690,IDO13,Plateforme de formation en ligne pour le developpement des competences numeriques,Rejoignez notre plateforme de formation en ligne qui offre des cours et des ressources pour aider les individus e developper leurs competences numeriques et e s adapter e l economie numerique en evolution ,2021-02-11T03:29:42,400000,Immobilier,0,IDDsjAtSIQggsOqTzxYIPxkkVctngB,Developpement,5
53,IDO1,Plateforme de financement participatif pour les initiatives sociales et solidaires,Rejoignez notre plateforme de financement participatif dediee e soutenir les initiatives sociales et solidaires telles que les projets communautaires les programmes educatifs et les actions humanitaires permettant e chacun de contribuer e des causes qui lui tiennent e ceur ,2022-07-08T13:26:39,600000,Finance,0,DTlyXlUvakQOvDWqRnAsQmtVvIzKko,Concept,63
261,IDO14,Developpement de la prochaine generation de batteries ecologiques,Rejoignez-nous dans notre mission pour revolutionner l industrie des batteries avec des solutions ecologiques et durables ,2022-01-22T13:09:48,700000,Biotechnologie,0,jtbYxjXVGPhIbekzlotQmIoRSmCJGn,Developpement,79
253,IDO15,Plateforme de finance participative pour les projets durables,Rejoignez notre plateforme de finance participative dediee aux projets durables permettant e chacun de contribuer e la transition vers une economie plus verte ,2021-07-17T09:48:21,200000,Finance  ,0,iOPgLTjFEgMdlMcElvTUOJndhYBgRx,Developpement,38
207,IDO16,Plateforme de vente en ligne de produits ecologiques et durables,Rejoignez notre plateforme de vente en ligne dediee e la commercialisation de produits ecologiques et durables offrant aux consommateurs une alternative responsable aux produits conventionnels ,2021-01-26T05:03:26,200000,Immobilier,0,ygFVUoqAeMQFwGKSnXEBgVUVhDSbIK,Test,91
252,IDO29,Biotechnologie pour la sante et le bien-etre,Nous sommes engages dans la recherche et le developpement de traitements biotechnologiques novateurs pour ameliorer la sante et le bien-etre de tous ,2021-10-09T13:06:34,800000,Sante,0,GQnoFqFDJoEWqswbyEhSbCETTdXSBA,Developpement,48
625,IDO29,Innovation dans les energies marines renouvelables,Nous developpons des technologies innovantes pour exploiter l energie des oceans y compris les marees et les vagues afin de fournir une source d energie propre et durable ,2021-07-22T04:14:14,800000,energie,0,OswTcgSPazwJmMNazUHArHIHdNpgKA,Test,49
632,IDO29,Innovation dans le domaine de la sante numerique et physique,Notre startup developpe des solutions de sante numerique innovantes pour ameliorer l acces aux soins de sante et optimiser la gestion des donnees medicales ,2022-01-06T02:43:20,300000,Industrie,0,xUPQGWxLHPLufkSiaTkylUrIsdtGum,Production,7
934,IDO30,Technologie de pointe pour l agriculture de precision et la gestion des ressources naturelles,Notre startup utilise des technologies de pointe telles que l Internet des objets (IoT) et l analyse de donnees pour mettre en euvre des pratiques agricoles de precision ameliorant ainsi l efficacite de la production agricole et la gestion durable des ressources naturelles ,2022-02-24T05:25:04,700000,energie ,0,zudLwxcWZlzqvGbauZrJKaThuqRJic,Production,56
817,IDO30,Innovation dans les technologies de desalinisation pour l acces e l eau potable facilement,Nous developpons des technologies de desalinisation innovantes pour fournir un acces e l eau potable dans les regions oe l eau douce est rare contribuant ainsi e resoudre les problemes de penurie d eau ,2023-10-14T06:03:44,500000,Immobilier,0,JNKxKOdhcydLtgOjpnLOAHCljESlgB,Test,77
16,IDO31,Plateforme d analyse de donnees pour l amelioration rapide  des performances sportives ,Rejoignez notre plateforme d analyse de donnees sportives qui utilise l intelligence artificielle pour fournir des informations precieuses aux athletes et aux entraeneurs ameliorant ainsi les performances sportives ,2023-10-18T15:56:39,800000,Finance,0,eMJaqxPAZqsVaQWyegOUHrNQXdNlzt,Production,44
848,IDO31,Plateforme de sante  en ligne pour le bien-etre emotionnel et mentale,Rejoignez notre plateforme de sante mentale en ligne qui offre un soutien et des ressources pour ameliorer le bien-etre emotionnel et la sante mentale ,2023-10-02T03:12:19,300000,Sante,0,InGYVzXAWMjbEkIggodczAUGviOFcA,Developpement,97
874,IDO32,Des solutions de recyclage des textiles usages,Nous developpons des solutions innovantes pour le recyclage des textiles usages transformant les vetements en fin de vie en nouvelles matieres premieres pour l industrie textile ,2020-11-06T02:26:36,200000,Technologie,0,TsRfxnVySVxJBGeuIfkUFXpCfqbXEJ,Concept,76
59,IDO11,Plateforme de financement participatif pour les initiatives sociales et solidaires,Rejoignez notre plateforme de financement participatif dediee e soutenir les initiatives sociales et solidaires telles que les projets communautaires les programmes educatifs et les actions humanitaires permettant e chacun de contribuer e des causes qui lui tiennent e ceur ,2023-12-09T17:45:15,900000,Finance,0,VdlfOjfWlLyepJtmKrthAVQmTHdHLg,Test,38
184,IDO9,Plateforme de logistique intelligente pour une chaene d approvisionnement au long terme,Notre plateforme utilise l intelligence artificielle pour optimiser la logistique et reduire l impact environnemental de la chaene d approvisionnement favorisant ainsi la durabilite ,2023-04-13T18:13:43,400000,Technologie,0,ezSRmdrpUqdJJntsCGogHayzeDrXuG,Test,73
608,IDO19,Innovation dans les vehicules electriques autonomes,Nous developpons des vehicules electriques autonomes intelligents pour offrir une mobilite durable et efficiente dans les villes et au-dele ,2022-03-19T10:56:52,800000,energie ,0,PzmEXrnPhNcJRjXrMXEMTNsllQNQLv,Test,84
258,IDO18,Innovation pour la sante numerique,Notre startup developpe des solutions de sante numerique innovantes pour ameliorer l acces aux soins de sante et optimiser la gestion des donnees medicales ,2021-05-08T17:48:36,700000,Sante ,0,WlYHrBvRLYBetfzengUzvPwIVbVAqQ,Developpement,21
715,IDO15,Plateforme d analyse de donnees pour l amelioration des performances durable sportives,Rejoignez notre plateforme d analyse de donnees sportives qui utilise l intelligence artificielle pour fournir des informations precieuses aux athletes et aux entraeneurs ameliorant ainsi les performances sportives ,2020-01-03T00:17:22,900000,Biotechnologie,0,sfoXILnxQrUlvspbHwSJLTacPSjvrr,Test,49
518,IDO5,Gestion de l energie domestique pour une consommation responsable,Notre plateforme permet aux utilisateurs de surveiller et de gerer leur consommation d energie domestique favorisant ainsi une utilisation responsable et efficace de l energie ,2020-01-17T04:28:42,700000,Immobilier,0,ZPSplvDkJvuBWkwmqqThQvCSuiLgIs,Production,80
654,IDO7,Plateforme de sante mentale  et physique en ligne pour le bien-etre emotionnel,Rejoignez notre plateforme de sante mentale en ligne qui offre un soutien et des ressources pour ameliorer le bien-etre emotionnel et la sante mentale ,2023-10-24T03:32:27,400000,Sante,0,KEXXijaQWwWWFTGkWkLolTYmOrKczj,Test,88
110,IDO1,Plateforme de partage de repas pour lutter contre la famine,Rejoignez notre plateforme de partage de repas qui permet aux restaurants supermarches et particuliers de partager les excedents alimentaires avec ceux qui en ont besoin reduisant ainsi le gaspillage alimentaire et l insecurite alimentaire ,2023-04-08T18:52:45,400000,Technologie,0,BGulpPeskSoFhtOzHVTNeTrhGixDOV,Production,18
795,IDO18,Plateforme  de vetements pour une mode durable,Rejoignez notre plateforme de location de vetements qui permet aux consommateurs de louer des vetements e la mode plutet que de les acheter contribuant ainsi e reduire l empreinte environnementale de l industrie de la mode ,2021-08-24T15:29:50,100000,Immobilier,0,OBBfHJSRfOFkYTTWeSvYgFgACbtogj,Developpement,56
3,IDO30,Technologie de detection des fuites d eau pour une gestion efficiente des ressources naturelle ,Nous utilisons des technologies avancees de detection des fuites d eau pour prevenir les pertes et promouvoir une gestion plus efficiente des ressources hydriques ,2021-11-18T11:51:37,900000,Biotechnologie,0,cSmRxPKYhurJrmTfsTMULaoIZBHBMd,Production,11
572,IDO32,Technologie de realite virtuelle pour la rehabilitation medicale,Notre startup utilise la realite virtuelle pour offrir des programmes de rehabilitation medicale personnalises et efficaces aidant les patients e recuperer plus rapidement et e ameliorer leur qualite de vie ,2020-06-03T19:08:07,700000,Technologie,0,MauaFPOJmURthEElVtwFcIlIcsNrWn,Test,35
266,IDO10,Innovation dans les solutions de stockage d energie e base de batteries puissants,Nous developpons des solutions de stockage d energie e base de batteries avancees pour repondre e la demande croissante en energie renouvelable et soutenir la transition vers un reseau electrique decarbone ,2023-03-20T12:44:20,100000,energie,0,EPqHOPVyEUWILjNobdHSbguLesavDX,Developpement,7
622,IDO33,Technologies de captage et de stockage du carbone,Nous developpons des technologies innovantes de captage et de stockage du carbone pour lutter contre le changement climatique en reduisant les emissions de dioxyde de carbone dans l atmosphere ,2021-10-06T07:38:59,400000,Biotechnologie,0,AMTqTlFlHxGmesPYWVaFmsmiMbXPLx,Production,4
685,IDO33,Les materiaux d emballage biodegradables,Nous developpons des materiaux d emballage biodegradables innovants pour reduire les dechets plastiques et promouvoir une consommation responsable et respectueuse de l environnement ,2023-06-19T09:14:51,400000,Biotechnologie,0,FuwOPLstTpYPnOobjEhoiMzhDoiPhM,Production,25
315,IDO14,Innovation dans les technologies de desalinisation pour l acces efficace e l eau potable,Nous developpons des technologies de desalinisation innovantes pour fournir un acces e l eau potable dans les regions oe l eau douce est rare contribuant ainsi e resoudre les problemes de penurie d eau ,2020-02-14T19:49:21,800000,Sante,0,yEOewdHgPoGpRncgoBZQttWsQlsALX,Production,55
916,IDO3,Technologie de bioimpression 3D pour la medecine regenerative,Notre startup utilise la bioimpression 3D pour creer des tissus et des organes humains sur mesure ouvrant de nouvelles possibilites dans le domaine de la medecine regenerative et de la transplantation d organes ,2020-01-13T23:17:07,200000,Technologie,0,OlQzqZBqpnUIahjuUNVbsoqfYOXkac,Concept,4
149,IDO34,Technologie pour la securite et la confidentialite,Nous developpons une technologie de reconnaissance faciale avancee qui garantit e la fois la securite et la protection de la vie privee des utilisateurs ,2023-01-22T23:05:25,700000,Industrie,0,FpcmGxkgqSxsNryfgYgYPQFpypCOmF,Production,38
6,IDO16,La production alimentaire avec la biotechnologie cellulaire,Rejoignez notre startup pour revolutionner la production alimentaire en utilisant la biotechnologie cellulaire pour cultiver de la viande et d autres produits alimentaires sans elevage animal ,2020-09-10T20:54:34,400000,Sante,0,KrfZZEeiObuoGpCPwldEfRhQyVqwBE,Test,92
220,IDO17,Innovation dans le domaine de la sante,Notre startup developpe des solutions de sante numerique innovantes pour ameliorer l acces aux soins de sante et optimiser la gestion des donnees medicales ,2021-04-20T17:55:21,400000,Sante ,0,iwPVdTULWzpGXzsOPNwuOcDvPcNIuV,Test,10
